Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,4071.399902,4100.000000,4060.000000,4083.500000,3797.916504,224842
2015-01-05,4083.500000,4083.500000,3981.000000,4007.300049,3727.045410,810990
2015-01-06,4007.300049,4020.000000,3960.000000,3973.500000,3695.609131,957030
2015-01-07,3973.500000,4020.000000,3932.300049,3945.199951,3669.288086,571950
2015-01-08,3945.199951,4000.100098,3945.000000,3979.100098,3700.817383,677920
2015-01-09,3979.100098,4050.000000,3950.000000,4006.100098,3725.928955,442862
2015-01-12,4006.100098,4049.899902,4000.000000,4000.500000,3720.720947,262876
2015-01-13,4000.500000,4015.500000,3960.000000,3963.500000,3686.308105,612821
2015-01-14,3998.899902,3998.899902,3884.500000,3895.000000,3622.599365,1113620
2015-01-15,3895.000000,3921.100098,3801.000000,3819.199951,3552.100342,1251271
2015-01-16,3819.199951,3865.000000,3759.000000,3773.300049,3509.410400,1040156
2015-01-19,3773.300049,3773.000000,3700.000000,3744.699951,3482.810303,269992
2015-01-20,3744.699951,3838.699951,3746.100098,3812.699951,3546.054443,987855
2015-01-21,3812.699951,3944.899902,3825.899902,3922.600098,3648.269043,923939
2015-01-22,3922.600098,4100.000000,3910.000000,4008.199951,3727.882324,1160381
2015-01-23,4008.199951,4091.000000,3950.000000,4056.399902,3772.711182,521503
2015-01-26,4056.399902,4073.300049,3972.300049,4042.000000,3759.318359,643783
2015-01-27,4042.000000,4079.899902,3947.100098,4060.199951,3776.245605,748124
2015-01-28,4060.199951,4080.000000,4010.000000,4020.500000,3739.322510,851779
2015-01-29,4020.500000,4148.799805,4005.000000,4135.399902,3846.186279,688315
2015-01-30,4135.000000,4185.000000,4050.100098,4156.500000,3865.811035,709337
2015-02-02,4156.500000,4240.000000,4138.000000,4196.600098,3903.106445,367031
2015-02-03,4196.600098,4312.100098,4179.899902,4212.200195,3917.615479,719589
2015-02-04,4212.200195,4200.000000,4150.000000,4171.200195,3879.482666,707624
2015-02-05,4171.200195,4321.100098,4176.100098,4218.299805,3923.288574,935429
2015-02-06,4218.299805,4399.899902,4218.000000,4394.200195,4086.887207,1220119
2015-02-09,4394.200195,4394.000000,4300.000000,4340.399902,4036.849854,759796
2015-02-10,4340.399902,4370.000000,4330.000000,4334.100098,4030.990723,905795
2015-02-11,4334.100098,4400.000000,4266.000000,4332.700195,4029.688232,350525
2015-02-12,4332.700195,4405.000000,4325.000000,4401.700195,4093.862305,886634
2015-02-13,4401.700195,4440.000000,4360.000000,4430.600098,4120.741211,354194
2015-02-16,4430.600098,4460.000000,4431.000000,4454.399902,4142.875977,170451
2015-02-17,4454.399902,4449.700195,4332.000000,4366.000000,4060.659424,575451
2015-02-18,4366.000000,4399.899902,4350.000000,4386.399902,4079.632324,883876
2015-02-19,4386.399902,4480.100098,4395.000000,4460.200195,4148.271484,420929
2015-02-20,4425.399902,4520.000000,4425.299805,4510.899902,4195.425293,1196715
2015-02-23,4510.899902,4579.899902,4511.000000,4573.700195,4253.833496,1394538
2015-02-24,4573.700195,4614.000000,4550.000000,4573.100098,4253.275391,1470257
2015-02-25,4573.100098,4600.000000,4405.500000,4513.299805,4197.657715,1171117
2015-02-26,4513.299805,4549.899902,4449.000000,4492.799805,4178.591309,1125673
2015-02-27,4492.799805,4590.000000,4450.000000,4486.299805,4172.545410,1160491
2015-03-02,4486.299805,4500.299805,4316.399902,4369.100098,4063.541992,397943
2015-03-03,4369.100098,4440.000000,4390.000000,4400.500000,4092.746582,238653
2015-03-04,4400.000000,4595.600098,4400.000000,4577.399902,4257.274902,449550
2015-03-05,4577.399902,4602.000000,4510.500000,4526.600098,4210.028320,416115
2015-03-06,4526.600098,4579.899902,4515.000000,4551.299805,4233.000488,71840
2015-03-09,4551.299805,4550.000000,4480.000000,4526.600098,4210.028320,313867
2015-03-10,4525.000000,4525.000000,4402.100098,4433.200195,4123.159180,377409
2015-03-11,4433.200195,4475.100098,4345.000000,4386.899902,4080.098145,423984
2015-03-12,4344.100098,4442.000000,4344.100098,4410.299805,4101.860352,141855
2015-03-13,4410.299805,4400.500000,4260.200195,4306.100098,4004.948975,559169
2015-03-16,4306.100098,4352.299805,4306.000000,4319.299805,4017.224854,180828
2015-03-17,4320.000000,4500.000000,4320.000000,4425.399902,4115.904785,376691
2015-03-18,4425.399902,4530.000000,4439.000000,4527.500000,4210.864746,241887
2015-03-19,4527.500000,4540.100098,4467.299805,4509.399902,4194.031250,179298
2015-03-20,4509.399902,4599.899902,4500.000000,4581.899902,4261.459961,668118
2015-03-23,4581.899902,4582.000000,4530.000000,4543.399902,4225.652344,341565
2015-03-24,4543.399902,4575.000000,4500.000000,4530.100098,4213.282227,281992
2015-03-25,4530.000000,4545.100098,4454.899902,4502.600098,4187.706543,302188
2015-03-26,4502.600098,4529.700195,4460.000000,4522.700195,4206.400879,585204
2015-03-27,4522.700195,4700.000000,4499.000000,4621.899902,4298.661621,353490
2015-03-30,4620.000000,4710.000000,4619.899902,4702.799805,4373.905273,190398
2015-03-31,4710.000000,4780.100098,4655.000000,4777.100098,4443.008301,828130
2015-04-01,4780.000000,4830.000000,4650.000000,4811.000000,4474.537598,581582
2015-04-02,4769.899902,4889.899902,4749.899902,4780.200195,4445.891602,151633
2015-04-06,4780.200195,4848.799805,4761.700195,4833.299805,4495.277832,232445
2015-04-07,4830.000000,4932.299805,4810.000000,4913.299805,4569.684082,370919
2015-04-08,4913.299805,4999.899902,4913.000000,4996.500000,4647.065430,817243
2015-04-09,4989.799805,5000.000000,4950.200195,4985.200195,4636.554688,617374
2015-04-10,4985.200195,4955.000000,4862.100098,4902.500000,4559.638672,317548
2015-04-13,4950.000000,4950.000000,4850.000000,4910.700195,4567.265625,315342
